custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,market_to
26.0,student,single,,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0.10744727355675077,430.43996545871573,1
37.0,services,married,high.school,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0.04715677050029008,410.50233634153733,0
38.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.05412620614815411,392.1824838812638,0
,admin.,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0.04890317419384985,415.39843255365963,0
,management,divorced,university.degree,no,unknown,unknown,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.03788428788396387,384.5286096995044,0
51.0,services,single,high.school,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.04050317975396838,202.96648192255748,0
,services,married,high.school,unknown,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0.5024320964821005,186.8817311508567,1
,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.04141262198276429,107.26498478806002,0
,student,single,,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,0,0.22889835719906182,456.8809724906653,1
30.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.0602981077254562,343.7974291314474,0
42.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.03833747112364677,377.3717237691742,0
55.0,retired,married,,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0.03992529433721495,424.6696267865834,0
47.0,technician,single,professional.course,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.031555056521351245,184.31282399138308,0
,services,married,,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.049637306756851185,364.53301378929996,0
,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.030307737821121592,216.54811798372725,0
27.0,student,single,,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.968,5195.8,999.0,0,0.22155450803763085,407.35208312462055,1
,entrepreneur,divorced,,no,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0.17816614349703697,408.2809425922071,1
47.0,blue-collar,divorced,,no,no,no,cellular,may,thu,8,6,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,0.2,2,0.11765372313986507,396.43286770362533,1
33.0,admin.,married,university.degree,no,yes,no,cellular,mar,thu,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.1,0,0.6323360337789162,371.55781291805533,1
45.0,management,married,university.degree,unknown,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0.2238916507699167,179.83643577308385,1
,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.0528857481460127,425.4104792253381,0
51.0,admin.,married,high.school,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0.09954179567001523,434.45428631377945,1
,admin.,married,high.school,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0.09101058993291396,421.42110126303555,1
45.0,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0.039669148917195925,177.61443068619474,0
33.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.05367853558987242,379.0457848494591,0
28.0,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,999.0,0,0.21176721486772207,381.36595637714436,1
31.0,management,married,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.05767599844835464,368.21338760990034,0
36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0.05411487910651446,367.15090494425635,0
31.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0.04589502760248637,370.8596051112561,0
25.0,technician,divorced,,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.052739193641290885,405.5635269919378,0
45.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0.03887183734039746,189.11403022770264,0
,housemaid,married,basic.4y,no,no,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.05358813401988964,428.4081728436697,0
49.0,services,married,high.school,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0.0361005061587492,213.89165224186286,0
55.0,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.045120067467587475,400.60564416125976,0
25.0,unemployed,single,high.school,unknown,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.03554515017056957,191.6259937105499,0
41.0,entrepreneur,single,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.050734954509455345,435.24293241924283,0
33.0,admin.,married,university.degree,no,no,no,cellular,nov,,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,5,0.04011415561326988,380.8172809090713,0
37.0,admin.,single,university.degree,no,no,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.040813572563116234,112.45245643482508,0
,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.028241967929617882,180.1377538658096,0
46.0,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.04740674274827425,389.8189874238426,0
,technician,married,,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.04562625047445792,393.932070648277,0
,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,999.0,0,0.3453070880958734,372.46288092558666,1
32.0,technician,married,,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.032971006118298424,99.55481099763824,0
48.0,services,married,,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0.035897270328532134,210.5192301634322,0
38.0,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.033701564218171165,-80.6953204108238,0
52.0,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.03745174027644963,-87.70152308980028,0
46.0,entrepreneur,married,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,0,0.22727702435053315,447.191437066557,1
54.0,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0.048330697035609625,413.8893019172913,0
34.0,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.04675917689164864,382.86223129612176,0
54.0,admin.,married,,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0.0388630155953713,423.92377769182326,0
57.0,management,married,university.degree,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0.03192502082506939,-77.21383881642191,0
24.0,student,single,high.school,no,yes,no,cellular,may,tue,2,999,2,failure,-1.8,93.876,-40.0,0.682,5008.7,999.0,0,0.2778921534565653,440.0644443494159,1
46.0,admin.,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.02860195561222536,423.1395709586184,0
30.0,entrepreneur,single,university.degree,no,yes,yes,cellular,jul,,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.05540796603283324,110.44495252878005,0
40.0,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.036567798212801025,-80.3978850071237,0
,blue-collar,single,,no,no,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.050271571363341525,377.53694205253373,0
59.0,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,1,4,1,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,0.133333333,3,0.7580644246744314,408.71352354433066,1
49.0,services,divorced,high.school,no,no,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.03232463181243062,413.2375278850416,0
31.0,blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0.042242677822847206,99.12570583334241,0
36.0,services,divorced,university.degree,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.031139132611128502,352.2697203521809,0
32.0,technician,single,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.05442328560085741,417.16611444651085,0
30.0,blue-collar,married,,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.044742271543549046,361.1182114474011,0
45.0,admin.,divorced,,no,no,no,telephone,may,,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.032288179623671184,370.60763236407297,0
33.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.030797018996186854,171.82659597064207,0
55.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0.03102338562647423,185.60754424212882,0
38.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.042828770939205216,373.1461214659528,0
29.0,services,married,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.053236529379834585,400.8830949514029,0
52.0,management,married,university.degree,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,999.0,0,0.43971995075766074,401.57172384016826,1
29.0,services,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0.033314855818510986,370.46335816956685,0
50.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.03154430534822732,400.32558560297844,0
30.0,admin.,married,high.school,unknown,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.034675309140301265,194.3528026204906,0
,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.03134381872599994,375.9246809423205,0
49.0,technician,married,professional.course,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.03782738176779754,385.0962370826935,0
,blue-collar,single,high.school,no,yes,yes,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,5,0.1089269386897895,172.03473716819667,0
31.0,admin.,single,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0.09618185533893078,417.014730642461,1
30.0,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,999.0,0,0.24847914718206296,386.86466367063804,1
33.0,admin.,single,university.degree,no,yes,no,telephone,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.03222289527036467,364.59717513342844,0
53.0,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.052824675727626336,407.2653895584551,0
34.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.030621012756084445,131.98637106277283,0
59.0,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0.11947794529520712,421.3900739595904,1
38.0,technician,married,professional.course,no,no,no,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.028751693300969786,354.6154220620035,0
30.0,admin.,divorced,,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0.05230010657150598,408.3112129472854,0
30.0,self-employed,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.028830963055137628,403.284957963788,0
32.0,admin.,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.03163572570607591,407.13881336506097,0
33.0,admin.,single,,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0.06684696728230631,380.16483200986727,0
,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,27,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.03257984712699408,357.7437760547716,0
45.0,admin.,married,,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.37899999999999,-29.8,0.797,5017.5,0.1,4,0.4817607386523696,428.86711576789025,1
45.0,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0.05246776776203654,97.41195623609997,0
34.0,technician,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0.04890317419384985,371.0499680385499,0
80.0,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,0.6187833467906106,506.3424113427741,1
,management,married,university.degree,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.05353101290829755,381.66685159059375,0
48.0,services,divorced,high.school,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.18894685082143203,161.2574630255201,1
30.0,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1,999.0,0,0.3967089369425799,365.6888874618371,1
,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.04028765029233763,396.4290045667374,0
37.0,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.03881473891802731,162.1731490982786,0
35.0,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0.04515303540394709,187.63098336920552,0
34.0,admin.,married,high.school,no,yes,no,cellular,jul,,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0.051370113655608195,411.57826500548776,0
37.0,technician,single,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.027197060712964585,417.53317137711633,0
28.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.04125160160629209,365.7039693836439,0
59.0,retired,married,,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0.43360417250749306,429.3902951179273,1
,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.03506311557117409,185.24403850231033,0
29.0,blue-collar,single,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.05293774871315276,383.9445448276922,0
55.0,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.03851750280104289,-85.25994267499505,0
50.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.02751738191334089,414.4519659473551,0
40.0,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.05115877467974382,367.63989816346225,0
44.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.03869475884864182,209.54622901628704,0
37.0,technician,single,,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.04186954475571165,380.9338994920679,0
56.0,services,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.028219318099318186,165.38691329173457,0
33.0,management,married,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.030246032200734876,391.59287795031264,0
36.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.030990941396176783,399.60479387121336,0
57.0,retired,married,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.02676788140266039,464.0091935135745,0
,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.663,5099.1,999.0,0,0.26494054246117543,189.01144855736425,1
,admin.,married,university.degree,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,2,0.062217343285150835,380.48752471075727,0
44.0,blue-collar,married,,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0.0784419138284439,164.52732150610314,0
30.0,admin.,single,,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0.0756543931589376,115.2110358651928,0
32.0,unemployed,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.030982423165550266,396.2902788419294,0
43.0,technician,married,high.school,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.809,5017.5,999.0,0,0.4544839507454756,442.3072260198503,1
32.0,admin.,married,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0.03933937369993413,397.9230179033682,0
50.0,admin.,married,,no,no,no,cellular,may,wed,2,3,5,success,-1.8,93.876,-40.0,0.682,5008.7,0.1,15,0.5041820262796676,436.7639622640718,1
36.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0.048311649997780856,367.02634560444517,0
49.0,admin.,single,university.degree,unknown,yes,no,telephone,jun,,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.037866651686157105,160.62248160770605,0
55.0,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0.04905705527416383,374.15870949988835,0
,technician,married,basic.9y,unknown,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.03877452540250396,-89.63486512435134,0
55.0,management,divorced,,unknown,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0.03826239163075217,-26.782135287862502,0
45.0,blue-collar,divorced,,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.02783184367172061,390.7210411331055,0
,housemaid,married,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.050249756386453466,438.5422418699675,0
55.0,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0.1698713638038622,161.04670391384252,1
,technician,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.030147521547471433,378.145613297894,0
39.0,admin.,single,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.10780948940167688,165.10791035590023,0
31.0,blue-collar,married,,no,yes,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.474,5195.8,999.0,0,0.06806003347607552,377.2898234797283,0
34.0,services,married,professional.course,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,999.0,0,0.08877196077053968,111.80773500188388,0
31.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.04916248213567971,364.6537236271083,0
,housemaid,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.02899767548762504,432.9421659396428,0
35.0,technician,single,,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.029461523656713316,417.4035849207337,0
38.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0.0942903331082874,405.968473177109,1
57.0,self-employed,married,,unknown,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.02757829866891304,-36.27951029225164,0
,management,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0.04967286301018176,360.83288643549326,0
,admin.,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.17059312525806097,416.8896010881533,1
,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0.0784419138284439,430.4254528160218,1
33.0,blue-collar,married,unknown,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0.05987606067915135,405.28562853482777,0
41.0,blue-collar,married,high.school,unknown,no,yes,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.036727159629228505,-67.19813999300118,0
30.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,29,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0.030629595612336753,346.13755022366763,0
44.0,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0.03993418113703768,155.65668061760675,0
,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0.035298505695199156,396.14876911035094,0
37.0,blue-collar,married,,no,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.03983501645893566,396.097594657542,0
29.0,student,single,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,999.0,0,0.32476133187328937,383.8874036432903,1
30.0,management,married,,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0.05652547890842881,413.6611332827699,0
32.0,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,0.22343601159940554,390.6801649583888,1
42.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.032413716741352,192.2312536320892,0
,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0390125648984788,465.87599906848186,0
49.0,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.16070958967669674,133.74966964197665,0
