,custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit
4861,54.0,7.0,3.0,4.0,0.0,0.0,1,7,1.0,4,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4862,34.0,10.0,1.0,6.0,1.0,0.0,1,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.966,5228.1,999.0,0,0,0.0
4863,40.0,8.0,2.0,0.0,1.0,0.0,1,6,4.0,12,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,0.0
4864,38.0,8.0,2.0,3.0,1.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4865,33.0,1.0,1.0,0.0,1.0,0.0,0,5,2.0,8,0,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
4866,40.0,10.0,2.0,6.0,1.0,0.0,1,5,2.0,4,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
4867,34.0,10.0,1.0,0.0,0.0,0.0,1,6,2.0,1,0,0,-1.7,94.055,-39.8,0.713,4991.6,999.0,0,0,0.0
4868,42.0,10.0,3.0,6.0,1.0,1.0,0,7,3.0,7,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
4869,35.0,3.0,2.0,3.0,0.0,0.0,1,5,4.0,1,0,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,0.0
4870,34.0,3.0,1.0,3.0,0.0,0.0,0,11,2.0,1,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
4871,63.0,6.0,3.0,1.0,1.0,1.0,0,3,3.0,3,0,0,-1.8,92.84299999999999,-50.0,1.663,5099.1,999.0,0,0,0.0
4872,55.0,2.0,2.0,0.0,1.0,1.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4873,43.0,2.0,3.0,1.0,0.0,0.0,1,5,1.0,3,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,0.0
4874,41.0,2.0,2.0,0.0,1.0,1.0,0,5,3.0,2,1,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,2,0,0.0
4875,36.0,5.0,2.0,0.0,0.0,1.0,0,4,3.0,2,0,0,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,0,0.0
4876,48.0,1.0,3.0,7.0,0.0,0.0,0,8,2.0,5,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
4877,27.0,10.0,1.0,6.0,0.0,0.0,0,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,0.0
4878,39.0,2.0,2.0,0.0,1.0,0.0,1,7,2.0,5,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,0.0
4879,51.0,5.0,3.0,0.0,0.0,0.0,0,7,3.0,7,1,1,-2.9,92.469,-33.6,0.9790000000000001,5076.2,999.0,2,0,0.0
4880,46.0,1.0,1.0,4.0,0.0,0.0,0,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,0.0
4881,45.0,2.0,2.0,3.0,0.0,0.0,1,5,1.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4882,41.0,7.0,2.0,0.0,0.0,0.0,0,8,1.0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
4883,43.0,5.0,2.0,7.0,1.0,0.0,1,5,2.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4884,38.0,1.0,1.0,7.0,1.0,0.0,1,7,1.0,2,0,0,-2.9,92.469,-33.6,0.914,5076.2,999.0,0,0,0.0
4885,40.0,1.0,2.0,7.0,0.0,0.0,0,11,1.0,1,1,1,-0.1,93.2,-42.0,4.191,5195.8,999.0,2,0,0.0
4886,40.0,5.0,2.0,1.0,0.0,0.0,0,8,3.0,4,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
4887,42.0,1.0,2.0,0.0,0.0,0.0,1,7,2.0,1,0,0,1.4,93.91799999999999,-42.7,4.955,5228.1,999.0,0,0,0.0
4888,51.0,1.0,2.0,2.0,0.0,1.0,0,5,1.0,2,1,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,3,0,0.0
4889,29.0,10.0,1.0,6.0,1.0,0.0,0,9,1.0,7,5,2,-1.1,94.199,-37.5,0.879,4963.6,0.1,5,0,0.0
4890,36.0,2.0,2.0,4.0,0.0,0.0,1,6,4.0,1,0,0,1.4,94.465,-41.8,4.955,5228.1,999.0,0,0,0.0
4891,35.0,5.0,2.0,7.0,0.0,0.0,0,4,4.0,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0,0.0
4892,60.0,6.0,2.0,6.0,0.0,0.0,0,8,3.0,2,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
4893,40.0,2.0,2.0,4.0,1.0,1.0,1,6,5.0,1,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
4894,41.0,2.0,2.0,3.0,0.0,0.0,1,6,5.0,3,0,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0.0
4895,52.0,2.0,2.0,3.0,0.0,0.0,0,11,5.0,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,0.0
4896,43.0,2.0,3.0,3.0,0.0,0.0,0,7,2.0,4,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4897,40.0,8.0,2.0,0.0,0.0,0.0,0,5,3.0,4,1,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0,0.0
4898,59.0,6.0,2.0,1.0,1.0,1.0,1,5,3.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4899,58.0,6.0,2.0,0.0,1.0,0.0,0,5,1.0,1,0,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,999.0,0,0,0.0
4900,36.0,11.0,3.0,0.0,1.0,0.0,0,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
4901,34.0,10.0,1.0,6.0,1.0,0.0,0,8,1.0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
4902,32.0,1.0,1.0,0.0,1.0,0.0,0,8,2.0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
4903,27.0,2.0,1.0,3.0,1.0,0.0,0,5,4.0,1,0,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
4904,33.0,10.0,1.0,7.0,0.0,0.0,1,5,3.0,1,1,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,1,0,0.0
4905,45.0,2.0,1.0,3.0,0.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4906,38.0,2.0,1.0,3.0,0.0,1.0,0,7,1.0,8,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
4907,41.0,2.0,2.0,0.0,1.0,0.0,0,5,5.0,3,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,0,0,0.0
4908,50.0,3.0,2.0,0.0,1.0,1.0,0,8,4.0,1,0,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,0.0
4909,31.0,5.0,2.0,7.0,1.0,0.0,0,11,3.0,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
4910,33.0,1.0,1.0,0.0,1.0,0.0,0,5,5.0,8,1,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
4911,32.0,1.0,2.0,0.0,0.0,0.0,0,7,4.0,2,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,0.0
4912,43.0,2.0,3.0,3.0,1.0,0.0,1,5,5.0,4,0,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,0.0
4913,39.0,11.0,2.0,0.0,1.0,0.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
4914,46.0,1.0,3.0,7.0,1.0,0.0,1,6,5.0,12,0,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0.0
4915,31.0,7.0,1.0,4.0,1.0,0.0,0,7,2.0,2,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,0.0
4916,37.0,3.0,3.0,0.0,0.0,0.0,0,7,3.0,4,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,0.0
4917,33.0,8.0,3.0,0.0,0.0,1.0,0,7,1.0,2,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
4918,57.0,6.0,2.0,0.0,1.0,0.0,0,5,4.0,1,2,2,-1.8,92.89299999999999,-46.2,1.327,5099.1,0.2,4,0,0.0
4919,40.0,1.0,2.0,7.0,0.0,0.0,0,11,2.0,2,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
4920,41.0,2.0,2.0,1.0,1.0,0.0,1,7,3.0,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4921,54.0,10.0,2.0,7.0,1.0,0.0,1,6,4.0,1,0,0,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,0.0
4922,43.0,1.0,3.0,3.0,1.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
4923,54.0,4.0,2.0,3.0,1.0,1.0,0,11,3.0,2,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
4924,41.0,10.0,2.0,6.0,1.0,0.0,0,8,4.0,1,0,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,0.0
4925,38.0,1.0,2.0,0.0,1.0,0.0,0,11,2.0,2,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
4926,34.0,8.0,3.0,3.0,0.0,0.0,1,6,4.0,2,0,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0.0
4927,38.0,2.0,3.0,0.0,1.0,1.0,0,6,1.0,2,0,0,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0,0.0
4928,31.0,1.0,1.0,7.0,0.0,0.0,1,8,2.0,1,0,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,999.0,0,0,0.0
4929,43.0,3.0,2.0,3.0,0.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4930,45.0,5.0,2.0,0.0,1.0,1.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
4931,37.0,9.0,1.0,0.0,0.0,0.0,0,6,5.0,1,0,0,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,0,0.0
4932,35.0,8.0,1.0,0.0,1.0,0.0,0,7,5.0,1,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
4933,50.0,2.0,2.0,0.0,0.0,0.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4934,35.0,10.0,1.0,6.0,1.0,0.0,0,7,1.0,3,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4935,37.0,5.0,3.0,0.0,1.0,0.0,0,5,2.0,2,1,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
4936,38.0,3.0,2.0,7.0,1.0,0.0,1,7,3.0,4,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
4937,51.0,3.0,2.0,0.0,0.0,0.0,0,7,5.0,3,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4938,42.0,7.0,2.0,4.0,1.0,0.0,0,11,4.0,3,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
4939,43.0,5.0,2.0,7.0,0.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
4940,37.0,10.0,2.0,4.0,0.0,0.0,0,8,4.0,3,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
4941,40.0,10.0,2.0,0.0,0.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4942,46.0,1.0,2.0,7.0,0.0,0.0,0,8,1.0,5,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
4943,24.0,8.0,1.0,6.0,1.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,0.0
4944,47.0,5.0,3.0,7.0,0.0,0.0,0,8,5.0,1,0,0,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,999.0,0,0,0.0
4945,42.0,10.0,3.0,6.0,1.0,1.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4946,26.0,9.0,1.0,0.0,1.0,1.0,1,5,5.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4947,38.0,1.0,2.0,3.0,0.0,0.0,1,6,1.0,2,0,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,0.0
4948,37.0,10.0,2.0,6.0,1.0,1.0,0,7,2.0,1,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,0.0
4949,35.0,1.0,2.0,4.0,1.0,1.0,1,5,5.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4950,37.0,8.0,1.0,3.0,1.0,0.0,0,11,1.0,2,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
4951,34.0,2.0,2.0,3.0,1.0,0.0,1,6,1.0,1,0,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,0.0
4952,33.0,2.0,2.0,3.0,0.0,0.0,0,5,5.0,1,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,0,0,0.0
4953,32.0,8.0,1.0,4.0,1.0,0.0,1,5,1.0,2,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,0.0
4954,35.0,1.0,1.0,0.0,1.0,0.0,0,6,3.0,1,1,1,-2.9,92.963,-40.8,1.26,5076.2,999.0,6,0,0.0
4955,28.0,2.0,1.0,3.0,1.0,0.0,0,5,5.0,6,0,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,0.0
4956,28.0,1.0,1.0,0.0,1.0,0.0,0,5,2.0,1,0,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0,0.0
4957,28.0,5.0,1.0,0.0,0.0,0.0,1,5,1.0,6,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4958,61.0,1.0,2.0,4.0,0.0,0.0,1,11,3.0,4,0,0,-1.1,94.76700000000001,-50.8,1.044,4963.6,999.0,0,0,0.0
4959,30.0,1.0,1.0,7.0,1.0,0.0,0,8,1.0,3,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
4960,47.0,3.0,2.0,7.0,1.0,0.0,0,4,4.0,2,0,0,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0,0.0
4961,47.0,2.0,2.0,0.0,0.0,0.0,0,8,3.0,1,0,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,0.0
4962,32.0,1.0,1.0,7.0,0.0,0.0,0,5,3.0,1,0,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,999.0,0,0,0.0
4963,38.0,10.0,3.0,0.0,1.0,0.0,1,5,4.0,4,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
4964,45.0,10.0,2.0,7.0,1.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4965,37.0,10.0,2.0,6.0,1.0,0.0,0,7,4.0,6,0,0,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,0.0
4966,43.0,8.0,3.0,0.0,1.0,1.0,0,8,2.0,3,0,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0.0
4967,32.0,1.0,2.0,3.0,0.0,0.0,1,7,2.0,3,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4968,43.0,8.0,3.0,4.0,1.0,0.0,0,4,2.0,1,1,2,-1.8,93.075,-47.1,1.453,5099.1,0.066666667,2,0,0.0
4969,42.0,2.0,1.0,3.0,0.0,0.0,1,5,2.0,5,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4970,40.0,8.0,2.0,4.0,0.0,0.0,0,5,2.0,8,1,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,0.0
4971,37.0,10.0,2.0,0.0,1.0,0.0,1,5,4.0,3,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
4972,27.0,2.0,2.0,3.0,1.0,1.0,1,6,3.0,4,0,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,0.0
4973,33.0,1.0,1.0,4.0,1.0,0.0,1,5,2.0,11,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4974,41.0,2.0,2.0,1.0,1.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4975,49.0,1.0,2.0,0.0,1.0,0.0,0,11,5.0,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,0.0
4976,33.0,1.0,2.0,7.0,1.0,0.0,0,8,3.0,4,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
4977,34.0,5.0,2.0,7.0,1.0,0.0,0,4,2.0,2,0,0,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,0,0.0
4978,57.0,4.0,2.0,0.0,1.0,0.0,0,8,1.0,1,0,0,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0,0.0
4979,56.0,5.0,2.0,1.0,1.0,0.0,0,7,2.0,2,0,0,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,0.0
4980,40.0,10.0,2.0,0.0,1.0,0.0,0,5,3.0,5,0,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,0.0
4981,39.0,1.0,2.0,0.0,1.0,0.0,0,4,5.0,1,1,1,-1.8,93.075,-47.1,1.405,5099.1,999.0,3,0,0.0
4982,31.0,10.0,2.0,0.0,1.0,1.0,0,11,4.0,1,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
4983,36.0,2.0,2.0,2.0,1.0,0.0,1,6,5.0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0.0
4984,47.0,5.0,3.0,7.0,0.0,0.0,1,11,2.0,1,0,0,-0.1,93.2,-42.0,4.343,5195.8,999.0,0,0,0.0
4985,45.0,3.0,2.0,7.0,0.0,0.0,0,11,4.0,1,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
4986,41.0,2.0,2.0,0.0,1.0,0.0,1,5,2.0,2,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,0.0
4987,43.0,2.0,3.0,0.0,1.0,0.0,0,7,2.0,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
4988,45.0,8.0,2.0,0.0,1.0,0.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0.0
4989,35.0,5.0,2.0,4.0,1.0,1.0,0,8,5.0,4,2,1,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,999.0,2,0,0.0
4990,40.0,10.0,2.0,6.0,1.0,0.0,0,5,1.0,1,0,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,0,0.0
4991,25.0,10.0,1.0,7.0,1.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4992,39.0,8.0,1.0,0.0,1.0,0.0,0,11,4.0,2,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,0.0
4993,46.0,4.0,2.0,7.0,1.0,0.0,0,11,5.0,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,0.0
4994,35.0,10.0,2.0,6.0,0.0,0.0,0,7,1.0,2,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
4995,40.0,8.0,2.0,6.0,1.0,1.0,0,7,4.0,2,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,0.0
4996,29.0,1.0,1.0,7.0,0.0,0.0,0,5,3.0,2,0,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,0.0
4997,44.0,2.0,2.0,3.0,1.0,0.0,1,5,1.0,4,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
4998,25.0,7.0,1.0,7.0,0.0,0.0,0,8,3.0,2,1,1,-2.9,92.20100000000001,-31.4,0.879,5076.2,999.0,0,0,0.0
4999,41.0,2.0,2.0,2.0,0.0,0.0,0,7,4.0,1,0,0,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,0.0
5000,35.0,2.0,1.0,7.0,1.0,1.0,1,5,5.0,3,0,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,0.0
5001,39.0,1.0,2.0,4.0,0.0,0.0,1,5,1.0,2,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
5002,43.0,5.0,2.0,7.0,0.0,0.0,0,11,3.0,2,0,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0.0
5003,36.0,1.0,2.0,0.0,1.0,1.0,1,6,3.0,1,0,0,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,0.0
5004,27.0,10.0,2.0,6.0,1.0,0.0,0,6,1.0,1,0,0,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0,0.0
5005,47.0,2.0,2.0,2.0,1.0,0.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
5006,43.0,5.0,2.0,7.0,1.0,1.0,0,7,1.0,1,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
5007,49.0,4.0,2.0,0.0,1.0,0.0,1,6,5.0,2,0,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0.0
5008,58.0,6.0,2.0,0.0,0.0,0.0,0,11,5.0,3,1,1,-0.1,93.2,-42.0,4.021,5195.8,999.0,4,0,0.0
5009,31.0,11.0,1.0,1.0,0.0,0.0,0,11,5.0,1,0,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,0.0
5010,29.0,8.0,2.0,3.0,0.0,0.0,0,5,2.0,1,0,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,0.0
5011,36.0,2.0,2.0,2.0,1.0,0.0,0,4,5.0,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,0.0
5012,46.0,6.0,2.0,7.0,0.0,0.0,1,5,4.0,2,0,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0.0
5013,38.0,10.0,2.0,6.0,0.0,0.0,0,3,4.0,1,0,0,-1.8,92.84299999999999,-50.0,1.757,5099.1,999.0,0,0,0.0
5014,42.0,10.0,2.0,3.0,0.0,1.0,0,4,1.0,2,0,0,-1.8,93.075,-47.1,1.466,5099.1,999.0,0,0,0.0
5015,37.0,7.0,1.0,7.0,0.0,1.0,0,5,5.0,1,0,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,0,0,0.0
5016,59.0,1.0,3.0,7.0,1.0,1.0,0,8,1.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
5017,38.0,2.0,3.0,4.0,0.0,0.0,0,5,4.0,1,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
5018,40.0,10.0,2.0,7.0,1.0,0.0,0,8,1.0,1,0,0,1.4,93.444,-36.1,4.97,5228.1,999.0,0,0,0.0
5019,25.0,1.0,1.0,0.0,0.0,0.0,0,7,1.0,1,0,0,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,0.0
5020,33.0,1.0,1.0,7.0,0.0,0.0,0,4,4.0,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0,0.0
5021,36.0,5.0,1.0,7.0,1.0,0.0,1,5,2.0,3,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
5022,29.0,1.0,3.0,6.0,1.0,1.0,0,5,1.0,6,0,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,0.0
5023,35.0,10.0,2.0,0.0,1.0,0.0,0,7,4.0,3,0,0,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,0.0
5024,33.0,1.0,1.0,7.0,1.0,1.0,1,5,2.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
5025,39.0,8.0,2.0,0.0,0.0,0.0,0,11,1.0,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,0.0
5026,44.0,10.0,2.0,6.0,1.0,0.0,1,5,5.0,7,0,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,0.0
5027,45.0,2.0,2.0,0.0,0.0,0.0,1,5,1.0,1,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
5028,33.0,1.0,1.0,7.0,1.0,0.0,0,5,4.0,4,1,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,0.0
5029,43.0,2.0,3.0,3.0,1.0,0.0,1,5,4.0,1,0,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,0.0
5030,44.0,7.0,2.0,6.0,1.0,0.0,1,8,3.0,5,0,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,0.0
5031,48.0,7.0,2.0,7.0,0.0,0.0,0,7,1.0,2,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
5032,34.0,1.0,1.0,7.0,0.0,0.0,1,8,3.0,2,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
5033,38.0,1.0,3.0,0.0,0.0,0.0,0,8,3.0,9,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
5034,55.0,1.0,2.0,0.0,0.0,0.0,1,5,5.0,6,0,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0.0
5035,31.0,1.0,2.0,7.0,1.0,0.0,1,11,2.0,3,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,0.0
5036,34.0,10.0,1.0,0.0,0.0,0.0,0,8,2.0,8,0,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0.0
5037,42.0,10.0,3.0,0.0,1.0,0.0,0,8,4.0,2,0,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,0.0
5038,43.0,1.0,2.0,0.0,1.0,1.0,0,7,1.0,2,0,0,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,0.0
5039,42.0,1.0,2.0,7.0,1.0,0.0,0,8,4.0,1,0,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,0.0
